repository,file_name,file_path,file_extension,line_count,character_count,source_code
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {""$ref"": ""#/components/schemas/User""}
                                    }
                                },
                            }
                        },
                    }
                },
                ""/response_model-no_annotation-return_dict_with_extra_data"": {
                    ""get"": {
                        ""summary"": ""Response Model No Annotation Return Dict With Extra Data"",
                        ""operationId"": ""response_model_no_annotation_return_dict_with_extra_data_response_model_no_annotation_return_dict_with_extra_data_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {""$ref"": ""#/components/schemas/User""}
                                    }
                                },
                            }
                        },
                    }
                },
                ""/response_model-no_annotation-return_submodel_with_extra_data"": {
                    ""get"": {
                        ""summary"": ""Response Model No Annotation Return Submodel With Extra Data"",
                        ""operationId"": ""response_model_no_annotation_return_submodel_with_extra_data_response_model_no_annotation_return_submodel_with_extra_data_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {""$ref"": ""#/components/schemas/User""}
                                    }
                                },
                            }
                        },
                    }
                },
                ""/no_response_model-annotation-return_same_model"": {
                    ""get"": {
                        ""summary"": ""No Response Model Annotation Return Same Model"",
                        ""operationId"": ""no_response_model_annotation_return_same_model_no_response_model_annotation_return_same_model_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {""$ref"": ""#/components/schemas/User""}
                                    }
                                },
                            }
                        },
                    }
                },
                ""/no_response_model-annotation-return_exact_dict"": {
                    ""get"": {
                        ""summary"": ""No Response Model Annotation Return Exact Dict"",
                        ""operationId"": ""no_response_model_annotation_return_exact_dict_no_response_model_annotation_return_exact_dict_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {""$ref"": ""#/components/schemas/User""}
                                    }
                                },
                            }
                        },
                    }
                },
                ""/no_response_model-annotation-return_invalid_dict"": {
                    ""get"": {
                        ""summary"": ""No Response Model Annotation Return Invalid Dict"",
                        ""operationId"": ""no_response_model_annotation_return_invalid_dict_no_response_model_annotation_return_invalid_dict_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {""$ref"": ""#/components/schemas/User""}
                                    }
                                },
                            }
                        },
                    }
                },
                ""/no_response_model-annotation-return_invalid_model"": {
                    ""get"": {
                        ""summary"": ""No Response Model Annotation Return Invalid Model"",
                        ""operationId"": ""no_response_model_annotation_return_invalid_model_no_response_model_annotation_return_invalid_model_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {""$ref"": ""#/components/schemas/User""}
                                    }
                                },
                            }
                        },
                    }
                },
                ""/no_response_model-annotation-return_dict_with_extra_data"": {
                    ""get"": {
                        ""summary"": ""No Response Model Annotation Return Dict With Extra Data"",
                        ""operationId"": ""no_response_model_annotation_return_dict_with_extra_data_no_response_model_annotation_return_dict_with_extra_data_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {""$ref"": ""#/components/schemas/User""}
                                    }
                                },
                            }
                        },
                    }
                },
                ""/no_response_model-annotation-return_submodel_with_extra_data"": {
                    ""get"": {
                        ""summary"": ""No Response Model Annotation Return Submodel With Extra Data"",
                        ""operationId"": ""no_response_model_annotation_return_submodel_with_extra_data_no_response_model_annotation_return_submodel_with_extra_data_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {""$ref"": ""#/components/schemas/User""}
                                    }
                                },
                            }
                        },
                    }
                },
                ""/response_model_none-annotation-return_same_model"": {
                    ""get"": {
                        ""summary"": ""Response Model None Annotation Return Same Model"",
                        ""operationId"": ""response_model_none_annotation_return_same_model_response_model_none_annotation_return_same_model_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {""application/json"": {""schema"": {}}},
                            }
                        },
                    }
                },
                ""/response_model_none-annotation-return_exact_dict"": {
                    ""get"": {
                        ""summary"": ""Response Model None Annotation Return Exact Dict"",
                        ""operationId"": ""response_model_none_annotation_return_exact_dict_response_model_none_annotation_return_exact_dict_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {""application/json"": {""schema"": {}}},
                            }
                        },
                    }
                },
                ""/response_model_none-annotation-return_invalid_dict"": {
                    ""get"": {
                        ""summary"": ""Response Model None Annotation Return Invalid Dict"",
                        ""operationId"": ""response_model_none_annotation_return_invalid_dict_response_model_none_annotation_return_invalid_dict_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {""application/json"": {""schema"": {}}},
                            }
                        },
                    }
                },
                ""/response_model_none-annotation-return_invalid_model"": {
                    ""get"": {
                        ""summary"": ""Response Model None Annotation Return Invalid Model"",
                        ""operationId"": ""response_model_none_annotation_return_invalid_model_response_model_none_annotation_return_invalid_model_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {""application/json"": {""schema"": {}}},
                            }
                        },
                    }
                },
                ""/response_model_none-annotation-return_dict_with_extra_data"": {
                    ""get"": {
                        ""summary"": ""Response Model None Annotation Return Dict With Extra Data"",
                        ""operationId"": ""response_model_none_annotation_return_dict_with_extra_data_response_model_none_annotation_return_dict_with_extra_data_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {""application/json"": {""schema"": {}}},
                            }
                        },
                    }
                },
                ""/response_model_none-annotation-return_submodel_with_extra_data"": {
                    ""get"": {
                        ""summary"": ""Response Model None Annotation Return Submodel With Extra Data"",
                        ""operationId"": ""response_model_none_annotation_return_submodel_with_extra_data_response_model_none_annotation_return_submodel_with_extra_data_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {""application/json"": {""schema"": {}}},
                            }
                        },
                    }
                },
                ""/response_model_model1-annotation_model2-return_same_model"": {
                    ""get"": {
                        ""summary"": ""Response Model Model1 Annotation Model2 Return Same Model"",
                        ""operationId"": ""response_model_model1_annotation_model2_return_same_model_response_model_model1_annotation_model2_return_same_model_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {""$ref"": ""#/components/schemas/User""}
                                    }
                                },
                            }
                        },
                    }
                },
                ""/response_model_model1-annotation_model2-return_exact_dict"": {
                    ""get"": {
                        ""summary"": ""Response Model Model1 Annotation Model2 Return Exact Dict"",
                        ""operationId"": ""response_model_model1_annotation_model2_return_exact_dict_response_model_model1_annotation_model2_return_exact_dict_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {""$ref"": ""#/components/schemas/User""}
                                    }
                                },
                            }
                        },
                    }
                },
                ""/response_model_model1-annotation_model2-return_invalid_dict"": {
                    ""get"": {
                        ""summary"": ""Response Model Model1 Annotation Model2 Return Invalid Dict"",
                        ""operationId"": ""response_model_model1_annotation_model2_return_invalid_dict_response_model_model1_annotation_model2_return_invalid_dict_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {""$ref"": ""#/components/schemas/User""}
                                    }
                                },
                            }
                        },
                    }
                },
                ""/response_model_model1-annotation_model2-return_invalid_model"": {
                    ""get"": {
                        ""summary"": ""Response Model Model1 Annotation Model2 Return Invalid Model"",
                        ""operationId"": ""response_model_model1_annotation_model2_return_invalid_model_response_model_model1_annotation_model2_return_invalid_model_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {""$ref"": ""#/components/schemas/User""}
                                    }
                                },
                            }
                        },
                    }
                },
                ""/response_model_model1-annotation_model2-return_dict_with_extra_data"": {
                    ""get"": {
                        ""summary"": ""Response Model Model1 Annotation Model2 Return Dict With Extra Data"",
                        ""operationId"": ""response_model_model1_annotation_model2_return_dict_with_extra_data_response_model_model1_annotation_model2_return_dict_with_extra_data_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {""$ref"": ""#/components/schemas/User""}
                                    }
                                },
                            }
                        },
                    }
                },
                ""/response_model_model1-annotation_model2-return_submodel_with_extra_data"": {
                    ""get"": {
                        ""summary"": ""Response Model Model1 Annotation Model2 Return Submodel With Extra Data"",
                        ""operationId"": ""response_model_model1_annotation_model2_return_submodel_with_extra_data_response_model_model1_annotation_model2_return_submodel_with_extra_data_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {""$ref"": ""#/components/schemas/User""}
                                    }
                                },
                            }
                        },
                    }
                },
                ""/response_model_filtering_model-annotation_submodel-return_submodel"": {
                    ""get"": {
                        ""summary"": ""Response Model Filtering Model Annotation Submodel Return Submodel"",
                        ""operationId"": ""response_model_filtering_model_annotation_submodel_return_submodel_response_model_filtering_model_annotation_submodel_return_submodel_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {""$ref"": ""#/components/schemas/User""}
                                    }
                                },
                            }
                        },
                    }
                },
                ""/response_model_list_of_model-no_annotation"": {
                    ""get"": {
                        ""summary"": ""Response Model List Of Model No Annotation"",
                        ""operationId"": ""response_model_list_of_model_no_annotation_response_model_list_of_model_no_annotation_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {
                                            ""title"": ""Response Response Model List Of Model No Annotation Response Model List Of Model No Annotation Get"",
                                            ""type"": ""array"",
                                            ""items"": {
                                                ""$ref"": ""#/components/schemas/User""
                                            },
                                        }
                                    }
                                },
                            }
                        },
                    }
                },
                ""/no_response_model-annotation_list_of_model"": {
                    ""get"": {
                        ""summary"": ""No Response Model Annotation List Of Model"",
                        ""operationId"": ""no_response_model_annotation_list_of_model_no_response_model_annotation_list_of_model_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {
                                            ""title"": ""Response No Response Model Annotation List Of Model No Response Model Annotation List Of Model Get"",
                                            ""type"": ""array"",
                                            ""items"": {
                                                ""$ref"": ""#/components/schemas/User""
                                            },
                                        }
                                    }
                                },
                            }
                        },
                    }
                },
                ""/no_response_model-annotation_forward_ref_list_of_model"": {
                    ""get"": {
                        ""summary"": ""No Response Model Annotation Forward Ref List Of Model"",
                        ""operationId"": ""no_response_model_annotation_forward_ref_list_of_model_no_response_model_annotation_forward_ref_list_of_model_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {
                                            ""title"": ""Response No Response Model Annotation Forward Ref List Of Model No Response Model Annotation Forward Ref List Of Model Get"",
                                            ""type"": ""array"",
                                            ""items"": {
                                                ""$ref"": ""#/components/schemas/User""
                                            },
                                        }
                                    }
                                },
                            }
                        },
                    }
                },
                ""/response_model_union-no_annotation-return_model1"": {
                    ""get"": {
                        ""summary"": ""Response Model Union No Annotation Return Model1"",
                        ""operationId"": ""response_model_union_no_annotation_return_model1_response_model_union_no_annotation_return_model1_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {
                                            ""title"": ""Response Response Model Union No Annotation Return Model1 Response Model Union No Annotation Return Model1 Get"",
                                            ""anyOf"": [
                                                {""$ref"": ""#/components/schemas/User""},
                                                {""$ref"": ""#/components/schemas/Item""},
                                            ],
                                        }
                                    }
                                },
                            }
                        },
                    }
                },
                ""/response_model_union-no_annotation-return_model2"": {
                    ""get"": {
                        ""summary"": ""Response Model Union No Annotation Return Model2"",
                        ""operationId"": ""response_model_union_no_annotation_return_model2_response_model_union_no_annotation_return_model2_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {
                                            ""title"": ""Response Response Model Union No Annotation Return Model2 Response Model Union No Annotation Return Model2 Get"",
                                            ""anyOf"": [
                                                {""$ref"": ""#/components/schemas/User""},
                                                {""$ref"": ""#/components/schemas/Item""},
                                            ],
                                        }
                                    }
                                },
                            }
                        },
                    }
                },
                ""/no_response_model-annotation_union-return_model1"": {
                    ""get"": {
                        ""summary"": ""No Response Model Annotation Union Return Model1"",
                        ""operationId"": ""no_response_model_annotation_union_return_model1_no_response_model_annotation_union_return_model1_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {
                                            ""title"": ""Response No Response Model Annotation Union Return Model1 No Response Model Annotation Union Return Model1 Get"",
                                            ""anyOf"": [
                                                {""$ref"": ""#/components/schemas/User""},
                                                {""$ref"": ""#/components/schemas/Item""},
                                            ],
                                        }
                                    }
                                },
                            }
                        },
                    }
                },
                ""/no_response_model-annotation_union-return_model2"": {
                    ""get"": {
                        ""summary"": ""No Response Model Annotation Union Return Model2"",
                        ""operationId"": ""no_response_model_annotation_union_return_model2_no_response_model_annotation_union_return_model2_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {
                                            ""title"": ""Response No Response Model Annotation Union Return Model2 No Response Model Annotation Union Return Model2 Get"",
                                            ""anyOf"": [
                                                {""$ref"": ""#/components/schemas/User""},
                                                {""$ref"": ""#/components/schemas/Item""},
                                            ],
                                        }
                                    }
                                },
                            }
                        },
                    }
                },
                ""/no_response_model-annotation_response_class"": {
                    ""get"": {
                        ""summary"": ""No Response Model Annotation Response Class"",
                        ""operationId"": ""no_response_model_annotation_response_class_no_response_model_annotation_response_class_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {""application/json"": {""schema"": {}}},
                            }
                        },
                    }
                },
                ""/no_response_model-annotation_json_response_class"": {
                    ""get"": {
                        ""summary"": ""No Response Model Annotation Json Response Class"",
                        ""operationId"": ""no_response_model_annotation_json_response_class_no_response_model_annotation_json_response_class_get"",
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {""application/json"": {""schema"": {}}},
                            }
                        },
                    }
                },
            },
            ""components"": {
                ""schemas"": {
                    ""Item"": {
                        ""title"": ""Item"",
                        ""required"": [""name"", ""price""],
                        ""type"": ""object"",
                        ""properties"": {
                            ""name"": {""title"": ""Name"", ""type"": ""string""},
                            ""price"": {""title"": ""Price"", ""type"": ""number""},
                        },
                    },
                    ""User"": {
                        ""title"": ""User"",
                        ""required"": [""name"", ""surname""],
                        ""type"": ""object"",
                        ""properties"": {
                            ""name"": {""title"": ""Name"", ""type"": ""string""},
                            ""surname"": {""title"": ""Surname"", ""type"": ""string""},
                        },
                    },
                }
            },
        }
    )
"
fastapi,test_default_response_class_router.py,tests/test_default_response_class_router.py,.py,206,5117,"from fastapi import APIRouter, FastAPI
from fastapi.responses import HTMLResponse, JSONResponse, PlainTextResponse
from fastapi.testclient import TestClient


class OverrideResponse(JSONResponse):
    media_type = ""application/x-override""


app = FastAPI()
router_a = APIRouter()
router_a_a = APIRouter()
router_a_b_override = APIRouter()  # Overrides default class
router_b_override = APIRouter()  # Overrides default class
router_b_a = APIRouter()
router_b_a_c_override = APIRouter()  # Overrides default class again


@app.get(""/"")
def get_root():
    return {""msg"": ""Hello World""}


@app.get(""/override"", response_class=PlainTextResponse)
def get_path_override():
    return ""Hello World""


@router_a.get(""/"")
def get_a():
    return {""msg"": ""Hello A""}


@router_a.get(""/override"", response_class=PlainTextResponse)
def get_a_path_override():
    return ""Hello A""


@router_a_a.get(""/"")
def get_a_a():
    return {""msg"": ""Hello A A""}


@router_a_a.get(""/override"", response_class=PlainTextResponse)
def get_a_a_path_override():
    return ""Hello A A""


@router_a_b_override.get(""/"")
def get_a_b():
    return ""Hello A B""


@router_a_b_override.get(""/override"", response_class=HTMLResponse)
def get_a_b_path_override():
    return ""Hello A B""


@router_b_override.get(""/"")
def get_b():
    return ""Hello B""


@router_b_override.get(""/override"", response_class=HTMLResponse)
def get_b_path_override():
    return ""Hello B""


@router_b_a.get(""/"")
def get_b_a():
    return ""Hello B A""


@router_b_a.get(""/override"", response_class=HTMLResponse)
def get_b_a_path_override():
    return ""Hello B A""


@router_b_a_c_override.get(""/"")
def get_b_a_c():
    return ""Hello B A C""


@router_b_a_c_override.get(""/override"", response_class=OverrideResponse)
def get_b_a_c_path_override():
    return {""msg"": ""Hello B A C""}


router_b_a.include_router(
    router_b_a_c_override, prefix=""/c"", default_response_class=HTMLResponse
)
router_b_override.include_router(router_b_a, prefix=""/a"")
router_a.include_router(router_a_a, prefix=""/a"")
router_a.include_router(
    router_a_b_override, prefix=""/b"", default_response_class=PlainTextResponse
)
app.include_router(router_a, prefix=""/a"")
app.include_router(
    router_b_override, prefix=""/b"", default_response_class=PlainTextResponse
)


client = TestClient(app)

json_type = ""application/json""
text_type = ""text/plain; charset=utf-8""
html_type = ""text/html; charset=utf-8""
override_type = ""application/x-override""


def test_app():
    with client:
        response = client.get(""/"")
    assert response.json() == {""msg"": ""Hello World""}
    assert response.headers[""content-type""] == json_type


def test_app_override():
    with client:
        response = client.get(""/override"")
    assert response.content == b""Hello World""
    assert response.headers[""content-type""] == text_type


def test_router_a():
    with client:
        response = client.get(""/a"")
    assert response.json() == {""msg"": ""Hello A""}
    assert response.headers[""content-type""] == json_type


def test_router_a_override():
    with client:
        response = client.get(""/a/override"")
    assert response.content == b""Hello A""
    assert response.headers[""content-type""] == text_type


def test_router_a_a():
    with client:
        response = client.get(""/a/a"")
    assert response.json() == {""msg"": ""Hello A A""}
    assert response.headers[""content-type""] == json_type


def test_router_a_a_override():
    with client:
        response = client.get(""/a/a/override"")
    assert response.content == b""Hello A A""
    assert response.headers[""content-type""] == text_type


def test_router_a_b():
    with client:
        response = client.get(""/a/b"")
    assert response.content == b""Hello A B""
    assert response.headers[""content-type""] == text_type


def test_router_a_b_override():
    with client:
        response = client.get(""/a/b/override"")
    assert response.content == b""Hello A B""
    assert response.headers[""content-type""] == html_type


def test_router_b():
    with client:
        response = client.get(""/b"")
    assert response.content == b""Hello B""
    assert response.headers[""content-type""] == text_type


def test_router_b_override():
    with client:
        response = client.get(""/b/override"")
    assert response.content == b""Hello B""
    assert response.headers[""content-type""] == html_type


def test_router_b_a():
    with client:
        response = client.get(""/b/a"")
    assert response.content == b""Hello B A""
    assert response.headers[""content-type""] == text_type


def test_router_b_a_override():
    with client:
        response = client.get(""/b/a/override"")
    assert response.content == b""Hello B A""
    assert response.headers[""content-type""] == html_type


def test_router_b_a_c():
    with client:
        response = client.get(""/b/a/c"")
    assert response.content == b""Hello B A C""
    assert response.headers[""content-type""] == html_type


def test_router_b_a_c_override():
    with client:
        response = client.get(""/b/a/c/override"")
    assert response.json() == {""msg"": ""Hello B A C""}
    assert response.headers[""content-type""] == override_type
"
fastapi,test_frontend.py,tests/test_frontend.py,.py,1406,42460,"import errno
import os
import runpy
from contextlib import AsyncExitStack
from pathlib import Path
from typing import Literal

import anyio
import pytest
from fastapi import (
    APIRouter,
    BackgroundTasks,
    Depends,
    FastAPI,
    HTTPException,
    Request,
    WebSocket,
)
from fastapi.testclient import TestClient
from starlette.exceptions import HTTPException as StarletteHTTPException
from starlette.responses import PlainTextResponse, Response
from starlette.routing import BaseRoute, Match, NoMatchFound, Route


def write_file(path: Path, content: str) -> None:
    path.parent.mkdir(parents=True, exist_ok=True)
    path.write_text(content)


def record_dependency(calls: list[str], name: str):
    def dependency() -> None:
        calls.append(name)

    return dependency


def test_frontend_exact_prefix_path_serves_index(tmp_path: Path):
    dist = tmp_path / ""dist""
    write_file(dist / ""index.html"", ""app"")
    app = FastAPI()
    app.frontend(""/"", directory=dist)

    response = TestClient(app).get(""/app"", headers={""accept"": ""text/html""})

    assert response.status_code == 200
    assert response.text == ""app""


def test_apirouter_frontend_with_router_prefix_and_frontend_subpath(tmp_path: Path):
    dist = tmp_path / ""dist""
    write_file(dist / ""asset.txt"", ""asset"")
    router = APIRouter(prefix=""/internal"")
    router.frontend(""/ui"", directory=dist)
    app = FastAPI()
    app.include_router(router, prefix=""/prefix"")

    response = TestClient(app).get(""/prefix/internal/ui/asset.txt"")

    assert response.status_code == 200
    assert response.text == ""asset""


def test_frontend_fallback_rejects_invalid_fallback(tmp_path: Path):
    dist = tmp_path / ""dist""
    dist.mkdir()
    app = FastAPI()

    with pytest.raises(AssertionError, match=""fallback""):
        app.frontend(""/"", directory=dist, fallback=""invalid"")  # type: ignore[arg-type]  # ty: ignore[invalid-argument-type]


def test_index_fallback_ignores_invalid_q_value(tmp_path: Path):
    dist = tmp_path / ""dist""
    write_file(dist / ""index.html"", ""app shell"")
    app = FastAPI()
    app.frontend(""/"", directory=dist, fallback=""index.html"")

    response = TestClient(app).get(
        ""/dashboard/settings"", headers={""accept"": ""text/html; q=wat""}
    )

    assert response.status_code == 200
    assert response.text == ""app shell""


def test_frontend_static_files_lookup_errors(monkeypatch, tmp_path: Path):
    dist = tmp_path / ""dist""
    write_file(dist / ""index.html"", ""app"")
    app = FastAPI()
    app.frontend(""/"", directory=dist)
    frontend_routes = app.router._frontend_routes
    assert frontend_routes is not None
    static_files = frontend_routes.routes[0].app

    def raise_permission_error(path: str):
        raise PermissionError

    monkeypatch.setattr(static_files, ""lookup_path"", raise_permission_error)
    response = TestClient(app).get(""/asset.txt"")
    assert response.status_code == 401

    def raise_value_error(path: str):
        raise ValueError

    monkeypatch.setattr(static_files, ""lookup_path"", raise_value_error)
    response = TestClient(app).get(""/asset.txt"")
    assert response.status_code == 404

    def raise_name_too_long(path: str):
        raise OSError(errno.ENAMETOOLONG, ""name too long"")

    monkeypatch.setattr(static_files, ""lookup_path"", raise_name_too_long)
    response = TestClient(app).get(""/asset.txt"")
    assert response.status_code == 404

    def raise_os_error(path: str):
        raise OSError(5, ""other"")

    monkeypatch.setattr(static_files, ""lookup_path"", raise_os_error)
    with pytest.raises(OSError):
        TestClient(app).get(""/asset.txt"")


def test_frontend_route_group_helpers(tmp_path: Path):
    dist = tmp_path / ""dist""
    write_file(dist / ""index.html"", ""app"")
    app = FastAPI()
    app.frontend(""/app"", directory=dist)
    route_group = app.router._frontend_routes
    assert route_group is not None

    match, child_scope = route_group.matches({""type"": ""websocket"", ""path"": ""/""})
    assert match == Match.NONE
    assert child_scope == {}

    match, child_scope = route_group.matches_with_prefix(
        {""type"": ""http"", ""path"": ""/prefix/app"", ""method"": ""GET""},
        ""/prefix"",
    )
    assert match == Match.FULL
    assert child_scope[""fastapi""][""frontend_path""] == """"

    match, child_scope = route_group.routes[0].matches(
        {""type"": ""http"", ""path"": ""/app"", ""method"": ""GET""}
    )
    assert match == Match.FULL
    assert child_scope[""fastapi""][""frontend_path""] == """"

    with pytest.raises(StarletteHTTPException) as exc_info:
        anyio.run(
            route_group.handle,
            {""type"": ""http"", ""path"": ""/missing"", ""method"": ""GET""},
            None,
            None,
        )
    assert exc_info.value.status_code == 404

    with pytest.raises(NoMatchFound):
        route_group.url_path_for(""frontend"")
    with pytest.raises(NoMatchFound):
        route_group.routes[0].url_path_for(""frontend"")


def test_included_low_priority_routes_cache_is_reused():
    async def low_priority_endpoint(request: Request):
        return PlainTextResponse(""low"")

    router = APIRouter()
    router._low_priority_routes.append(Route(""/low"", low_priority_endpoint))
    router._mark_routes_changed()
    app = FastAPI()
    app.include_router(router, prefix=""/prefix"")
    included_router = next(
        route
        for route in app.router.routes
        if hasattr(route, ""effective_low_priority_routes"")
    )

    first = included_router.effective_low_priority_routes()  # ty: ignore[call-non-callable]
    second = included_router.effective_low_priority_routes()  # ty: ignore[call-non-callable]
    response = TestClient(app).get(""/prefix/low"")

    assert first is second
    assert response.status_code == 200
    assert response.text == ""low""


def test_low_priority_api_route_handles_with_context():
    app = FastAPI()

    async def endpoint(request: Request) -> Response:
        return PlainTextResponse(request.scope[""path_params""][""item_id""])

    route = app.router.route_class(""/low/{item_id}"", endpoint=endpoint, methods=[""GET""])
    app.router._low_priority_routes.append(route)
    app.router._mark_routes_changed()

    response = TestClient(app).get(""/low/abc"")

    assert response.status_code == 200
    assert response.text == ""abc""


def test_included_low_priority_api_route_handles_with_context():
    router = APIRouter()

    async def endpoint(request: Request) -> Response:
        return PlainTextResponse(request.scope[""path_params""][""item_id""])

    route = router.route_class(""/low/{item_id}"", endpoint=endpoint, methods=[""GET""])
    router._low_priority_routes.append(route)
    router._mark_routes_changed()
    app = FastAPI()
    app.include_router(router, prefix=""/prefix"")

    response = TestClient(app).get(""/prefix/low/abc"")

    assert response.status_code == 200
    assert response.text == ""abc""


def test_normal_route_partial_match_returns_before_frontend(tmp_path: Path):
    class PartialRoute(BaseRoute):
        def matches(self, scope):
            return Match.PARTIAL, {}

        async def handle(self, scope, receive, send):
            response = PlainTextResponse(""partial"", status_code=405)
            await response(scope, receive, send)

    dist = tmp_path / ""dist""
    write_file(dist / ""index.html"", ""frontend"")
    app = FastAPI()
    app.router.routes.append(PartialRoute())
    app.frontend(""/"", directory=dist)

    response = TestClient(app).get(""/anything"")

    assert response.status_code == 405
    assert response.text == ""partial""


def test_normal_route_partial_match_wins_before_frontend(tmp_path: Path):
    dist = tmp_path / ""dist""
    write_file(dist / ""api"", ""frontend"")
    app = FastAPI()

    @app.get(""/api"")
    def read_api():
        return {""source"": ""api""}

    app.frontend(""/"", directory=dist)

    client = TestClient(app)

    response = client.get(""/api"")
    assert response.status_code == 200
    assert response.json() == {""source"": ""api""}

    response = client.post(""/api"")
    assert response.status_code == 405


def test_basic_file_serving(tmp_path: Path):
    dist = tmp_path / ""dist""
    write_file(dist / ""assets"" / ""app.js"", ""console.log('ok')"")
    app = FastAPI()
    app.frontend(""/"", directory=dist)

    response = TestClient(app).get(""/assets/app.js"")

    assert response.status_code == 200
    assert response.text == ""console.log('ok')""
    assert ""etag"" in response.headers
    assert ""last-modified"" in response.headers


def test_app_frontend_dependencies_protect_root_asset_and_fallback(tmp_path: Path):
    calls: list[str] = []

    def require_cookie(request: Request) -> None:
        calls.append(request.url.path)
        if request.cookies.get(""session"") != ""ok"":
            raise HTTPException(status_code=401)

    dist = tmp_path / ""dist""
    write_file(dist / ""index.html"", ""app"")
    write_file(dist / ""assets"" / ""app.js"", ""console.log('ok')"")
    app = FastAPI(dependencies=[Depends(require_cookie)])
    app.frontend(""/"", directory=dist, fallback=""index.html"")
    client = TestClient(app)

    response = client.get(""/"")
    assert response.status_code == 401

    response = client.get(""/"", headers={""cookie"": ""session=ok""})
    assert response.status_code == 200
    assert response.text == ""app""

    response = client.get(""/assets/app.js"", headers={""cookie"": ""session=ok""})
    assert response.status_code == 200
